,0
1984,0x9d
1985,0x9d
1986,0x9f
1987,0xa1
1988,0xa8
1989,0xae
1990,0xae
1991,0xab
1992,0xa6
1993,0xa1
1994,0xa3
1995,0xa1
1996,0x9a
1997,0x8f
1998,0x85
1999,0x80
2000,0x80
2001,0x7d
2002,0x70
2003,0x60
2004,0x51
2005,0x4d
2006,0x52
2007,0x4f
2008,0x46
2009,0x36
2010,0x28
2011,0x33
2012,0x44
2013,0x44
2014,0x43
2015,0x4b
2016,0x54
2017,0x5b
2018,0x63
2019,0x6f
2020,0x78
2021,0x81
2022,0x84
2023,0x7e
2024,0x80
2025,0x88
2026,0x92
2027,0x9c
2028,0xa0
2029,0xa3
2030,0xa0
2031,0x98
2032,0x96
2033,0x96
2034,0x98
2035,0x96
2036,0x89
2037,0x7d
2038,0x77
2039,0x70
2040,0x67
2041,0x5c
2042,0x4f
2043,0x47
2044,0x43
2045,0x44
2046,0x4b
2047,0x57
2048,0x66
2049,0x70
2050,0x77
2051,0x7d
2052,0x81
2053,0x8b
2054,0x90
2055,0x93
2056,0x8f
2057,0x84
2058,0x7a
2059,0x70
2060,0x69
2061,0x62
2062,0x5c
2063,0x57
2064,0x4e
2065,0x46
2066,0x43
2067,0x47
2068,0x51
2069,0x5f
2070,0x67
2071,0x6f
2072,0x82
2073,0x9a
2074,0xaa
2075,0xb7
2076,0xc0
2077,0xc9
2078,0xd1
2079,0xd1
2080,0xc6
2081,0xb9
2082,0xb5
2083,0xab
2084,0x98
2085,0x88
2086,0x80
2087,0x70
2088,0x58
2089,0x48
2090,0x40
2091,0x40
2092,0x44
2093,0x37
2094,0x27
2095,0x28
2096,0x2e
2097,0x35
2098,0x3c
2099,0x3a
2100,0x41
2101,0x52
2102,0x60
2103,0x69
2104,0x6f
2105,0x73
2106,0x7b
2107,0x88
2108,0x90
2109,0x98
2110,0x9c
2111,0x9a
2112,0x9f
2113,0xa3
2114,0xaa
2115,0xb0
2116,0xaa
2117,0xa0
2118,0x93
2119,0x8b
2120,0x8e
2121,0x8e
2122,0x88
2123,0x80
2124,0x76
2125,0x6f
2126,0x69
2127,0x66
2128,0x65
2129,0x5e
2130,0x57
2131,0x51
2132,0x4e
2133,0x4d
2134,0x51
2135,0x60
2136,0x6c
2137,0x69
2138,0x66
2139,0x63
2140,0x69
2141,0x7a
2142,0x7e
2143,0x7b
2144,0x73
2145,0x6c
2146,0x6f
2147,0x77
2148,0x7b
2149,0x7e
2150,0x7d
2151,0x7a
2152,0x7e
2153,0x81
2154,0x82
2155,0x85
2156,0x8e
2157,0x96
2158,0xa1
2159,0xa1
2160,0x96
2161,0x8e
2162,0x84
2163,0x87
2164,0x8b
2165,0x84
2166,0x7a
2167,0x6a
2168,0x5f
2169,0x66
2170,0x71
2171,0x7e
2172,0x85
2173,0x82
2174,0x80
2175,0x7e
2176,0x80
2177,0x8c
2178,0x89
2179,0x80
2180,0x70
2181,0x5e
2182,0x58
2183,0x51
2184,0x40
2185,0x2e
2186,0x1d
2187,0x13
2188,0x17
2189,0x1e
2190,0x28
2191,0x36
2192,0x48
2193,0x5f
2194,0x77
2195,0x90
2196,0xad
2197,0xcd
2198,0xe8
2199,0xec
2200,0xe9
2201,0xeb
2202,0xe8
2203,0xe0
2204,0xcf
2205,0xb5
2206,0x9c
2207,0x89
2208,0x78
2209,0x62
2210,0x4e
2211,0x3d
2212,0x32
2213,0x2b
2214,0x2b
2215,0x2f
2216,0x35
2217,0x3a
2218,0x37
2219,0x3d
2220,0x52
2221,0x63
2222,0x6f
2223,0x6d
2224,0x62
2225,0x67
2226,0x77
2227,0x80
2228,0x85
2229,0x8f
2230,0x96
2231,0x96
2232,0x96
2233,0x9c
2234,0xa3
2235,0xad
2236,0xab
2237,0x9a
2238,0x8e
2239,0x85
2240,0x7e
2241,0x74
2242,0x6d
2243,0x69
2244,0x66
2245,0x65
2246,0x54
2247,0x4a
2248,0x51
2249,0x60
2250,0x77
2251,0x84
2252,0x8c
2253,0x95
2254,0x9d
2255,0xa4
2256,0xaa
2257,0xa8
2258,0xa3
2259,0x93
2260,0x80
2261,0x70
2262,0x5f
2263,0x4f
2264,0x41
2265,0x33
2266,0x25
2267,0x1a
2268,0x14
2269,0x14
2270,0x21
2271,0x35
2272,0x46
2273,0x55
2274,0x65
2275,0x77
2276,0x90
2277,0xa8
2278,0xb5
2279,0xb8
2280,0xae
2281,0xae
2282,0xb8
2283,0xb7
2284,0xae
2285,0xa1
2286,0x90
2287,0x85
2288,0x80
2289,0x81
2290,0x85
2291,0x8b
2292,0x8c
2293,0x82
2294,0x80
2295,0x80
2296,0x7e
2297,0x77
2298,0x71
2299,0x6d
2300,0x67
2301,0x60
2302,0x48
2303,0x35
2304,0x2b
2305,0x29
2306,0x30
2307,0x35
2308,0x35
2309,0x37
2310,0x3f
2311,0x4d
2312,0x5f
2313,0x78
2314,0x93
2315,0xa8
2316,0xb5
2317,0xb5
2318,0xb8
2319,0xc5
2320,0xcd
2321,0xd1
2322,0xc8
2323,0xb0
2324,0x9d
2325,0x8e
2326,0x84
2327,0x7e
2328,0x70
2329,0x60
2330,0x5c
2331,0x59
2332,0x57
2333,0x54
2334,0x4e
2335,0x4f
2336,0x57
2337,0x60
2338,0x6a
2339,0x6f
2340,0x6d
2341,0x67
2342,0x66
2343,0x6d
2344,0x74
2345,0x78
2346,0x76
2347,0x6c
2348,0x66
2349,0x60
2350,0x62
2351,0x67
2352,0x6f
2353,0x74
2354,0x6f
2355,0x69
2356,0x63
2357,0x63
2358,0x69
2359,0x69
2360,0x65
2361,0x63
2362,0x66
2363,0x66
2364,0x67
2365,0x67
2366,0x6d
2367,0x7b
2368,0x8b
2369,0x9f
2370,0xb1
2371,0xbe
2372,0xc8
2373,0xcd
2374,0xd4
2375,0xd8
2376,0xd1
2377,0xc0
2378,0xa8
2379,0x8f
2380,0x80
2381,0x6c
2382,0x48
2383,0x2c
2384,0x1a
2385,0x10
2386,0xe
2387,0x9
2388,0x2
2389,0x9
2390,0x18
2391,0x28
2392,0x3f
2393,0x5b
2394,0x77
2395,0x8c
2396,0xa0
2397,0xb1
2398,0xc0
2399,0xcd
2400,0xd4
2401,0xd7
2402,0xd4
2403,0xcc
2404,0xbb
2405,0xab
2406,0xa0
2407,0x93
2408,0x84
2409,0x7a
2410,0x73
2411,0x6f
2412,0x6c
2413,0x65
2414,0x5f
2415,0x60
2416,0x63
2417,0x6c
2418,0x6d
2419,0x5f
2420,0x57
2421,0x4d
2422,0x4f
2423,0x5e
2424,0x5f
2425,0x59
2426,0x4b
2427,0x40
2428,0x47
2429,0x4f
2430,0x55
2431,0x59
2432,0x60
2433,0x66
2434,0x69
2435,0x6f
2436,0x76
2437,0x7e
2438,0x85
2439,0x85
2440,0x82
2441,0x82
2442,0x82
2443,0x80
2444,0x80
2445,0x85
2446,0x87
2447,0x85
2448,0x80
2449,0x80
2450,0x87
2451,0x8e
2452,0x90
2453,0x90
2454,0x8e
2455,0x8e
2456,0x90
2457,0x8c
2458,0x84
2459,0x80
2460,0x7e
2461,0x7a
2462,0x77
2463,0x76
2464,0x73
2465,0x6c
2466,0x67
2467,0x67
2468,0x62
2469,0x5e
2470,0x58
2471,0x54
2472,0x4f
2473,0x4a
2474,0x47
2475,0x48
2476,0x57
2477,0x5c
2478,0x5e
2479,0x63
2480,0x63
2481,0x67
2482,0x70
2483,0x7b
2484,0x87
2485,0x8e
2486,0x96
2487,0xa3
2488,0xae
2489,0xb8
2490,0xc0
2491,0xc8
2492,0xc9
2493,0xc6
2494,0xb8
2495,0xa6
2496,0x9c
2497,0x8f
2498,0x7e
2499,0x6c
2500,0x58
2501,0x44
2502,0x35
2503,0x1f
2504,0xd
2505,0xd
2506,0x10
2507,0x16
2508,0x1b
2509,0x1f
2510,0x2f
2511,0x44
2512,0x59
2513,0x6a
2514,0x7d
2515,0x8e
2516,0x99
2517,0xa1
2518,0xa8
2519,0xae
2520,0xb0
2521,0xab
2522,0xa7
2523,0xa7
2524,0xa3
2525,0x98
2526,0x8c
2527,0x88
2528,0x84
2529,0x7e
2530,0x7b
2531,0x78
2532,0x7d
2533,0x7b
2534,0x7a
2535,0x7a
2536,0x78
2537,0x77
2538,0x71
2539,0x6f
2540,0x6d
2541,0x67
2542,0x60
2543,0x5c
2544,0x57
2545,0x57
2546,0x58
2547,0x5c
2548,0x65
2549,0x63
2550,0x62
2551,0x65
2552,0x6d
2553,0x7a
2554,0x80
2555,0x7d
2556,0x76
2557,0x6c
2558,0x6d
2559,0x73
2560,0x78
2561,0x78
2562,0x74
2563,0x6f
2564,0x6c
2565,0x73
2566,0x7e
2567,0x8e
2568,0x96
2569,0x90
2570,0x90
2571,0x92
2572,0x9d
2573,0xa6
2574,0xa4
2575,0x9c
2576,0x8f
2577,0x81
2578,0x74
2579,0x76
2580,0x7a
2581,0x74
2582,0x66
2583,0x51
2584,0x4a
2585,0x4a
2586,0x4a
2587,0x46
2588,0x39
2589,0x33
2590,0x30
2591,0x33
2592,0x3f
2593,0x48
2594,0x55
2595,0x5e
2596,0x66
2597,0x73
2598,0x81
2599,0x8f
2600,0x9a
2601,0xaa
2602,0xb5
2603,0xc0
2604,0xc8
2605,0xca
2606,0xca
2607,0xc6
2608,0xc2
2609,0xbb
2610,0xb2
2611,0xa3
2612,0x8f
2613,0x78
2614,0x62
2615,0x4e
2616,0x37
2617,0x1f
2618,0xd
2619,0x3
2620,0x0
2621,0x3
2622,0x10
2623,0x27
2624,0x43
2625,0x5c
2626,0x71
2627,0x84
2628,0x99
2629,0xab
2630,0xb8
2631,0xbc
2632,0xb8
2633,0xb2
2634,0xb1
2635,0xaa
2636,0x9c
2637,0x85
2638,0x70
2639,0x69
2640,0x62
2641,0x5b
2642,0x55
2643,0x55
2644,0x5c
2645,0x66
2646,0x6f
2647,0x7d
2648,0x8c
2649,0x96
2650,0x99
2651,0x95
2652,0x92
2653,0x95
2654,0x96
2655,0x92
2656,0x82
2657,0x71
2658,0x67
2659,0x60
2660,0x58
2661,0x51
2662,0x47
2663,0x41
2664,0x3c
2665,0x3c
2666,0x41
2667,0x48
2668,0x54
2669,0x58
2670,0x5b
2671,0x5b
2672,0x5e
2673,0x69
2674,0x78
2675,0x89
2676,0x8e
2677,0x90
2678,0x96
2679,0xa0
2680,0xa8
2681,0xb0
2682,0xb4
2683,0xb4
2684,0xb0
2685,0xa3
2686,0x9d
2687,0x99
2688,0x8e
2689,0x82
2690,0x78
2691,0x66
2692,0x51
2693,0x43
2694,0x3d
2695,0x3f
2696,0x3c
2697,0x32
2698,0x2c
2699,0x2f
2700,0x3c
2701,0x4a
2702,0x52
2703,0x55
2704,0x57
2705,0x65
2706,0x73
2707,0x80
2708,0x8b
2709,0x93
2710,0x9f
2711,0xa8
2712,0xb7
2713,0xbc
2714,0xbb
2715,0xbf
2716,0xc0
2717,0xbb
2718,0xb2
2719,0xa8
2720,0x99
2721,0x87
2722,0x80
2723,0x7a
2724,0x70
2725,0x5e
2726,0x4a
2727,0x41
2728,0x39
2729,0x35
2730,0x33
2731,0x37
2732,0x3f
2733,0x4a
2734,0x5e
2735,0x70
2736,0x81
2737,0x8e
2738,0x95
2739,0x90
2740,0x8f
2741,0x93
2742,0x8c
2743,0x80
2744,0x6d
2745,0x5f
2746,0x59
2747,0x55
2748,0x4d
2749,0x3c
2750,0x35
2751,0x43
2752,0x4d
2753,0x54
2754,0x55
2755,0x63
2756,0x88
2757,0xa1
2758,0xaa
2759,0xb8
2760,0xc3
2761,0xc9
2762,0xc6
2763,0xbe
2764,0xaa
2765,0x92
2766,0x89
2767,0x7e
2768,0x69
2769,0x4d
2770,0x33
2771,0x30
2772,0x2c
2773,0x25
2774,0x21
2775,0x25
2776,0x25
2777,0x2b
2778,0x3d
2779,0x4d
2780,0x57
2781,0x66
2782,0x7b
2783,0x92
2784,0xa4
2785,0xb0
2786,0xc5
2787,0xde
2788,0xf8
2789,0xff
2790,0xf8
2791,0xf2
2792,0xe7
2793,0xcf
2794,0xb7
2795,0xa6
2796,0x8c
2797,0x70
2798,0x40
2799,0x21
2800,0x1f
2801,0x1d
2802,0x1d
2803,0x1f
2804,0x28
2805,0x35
2806,0x51
2807,0x71
2808,0x77
2809,0x76
2810,0x73
2811,0x84
2812,0x9c
2813,0x8f
2814,0x77
2815,0x5e
2816,0x51
2817,0x51
2818,0x54
2819,0x5b
2820,0x60
2821,0x62
2822,0x60
2823,0x73
2824,0x81
2825,0x87
2826,0x89
2827,0x88
2828,0x87
2829,0x85
2830,0x85
2831,0x80
2832,0x7b
2833,0x6a
2834,0x60
2835,0x73
2836,0x78
2837,0x74
2838,0x74
2839,0x78
2840,0x80
2841,0x81
2842,0x81
2843,0x8e
2844,0x98
2845,0x89
2846,0x74
2847,0x57
2848,0x4a
2849,0x46
2850,0x41
2851,0x39
2852,0x2f
2853,0x25
2854,0x21
2855,0x2b
2856,0x40
2857,0x62
2858,0x84
2859,0xa1
2860,0xb2
2861,0xb9
2862,0xb8
2863,0xc3
2864,0xd3
2865,0xdb
2866,0xd3
2867,0xb7
2868,0xa3
2869,0x9a
2870,0xa1
2871,0xa3
2872,0x9a
2873,0x8b
2874,0x74
2875,0x5c
2876,0x4d
2877,0x4d
2878,0x4d
2879,0x43
2880,0x2c
2881,0x22
2882,0x28
2883,0x2e
2884,0x32
2885,0x2b
2886,0x2c
2887,0x35
2888,0x4a
2889,0x67
2890,0x7e
2891,0x8c
2892,0x90
2893,0x9f
2894,0xb1
2895,0xbf
2896,0xc3
2897,0xbc
2898,0xad
2899,0x98
2900,0x87
2901,0x80
2902,0x7b
2903,0x6f
2904,0x5c
2905,0x4e
2906,0x4a
2907,0x52
2908,0x59
2909,0x62
2910,0x6c
2911,0x78
2912,0x89
2913,0x98
2914,0xa0
2915,0xa6
2916,0xa4
2917,0x9d
2918,0x90
2919,0x80
2920,0x6d
2921,0x59
2922,0x48
2923,0x3a
2924,0x33
2925,0x32
2926,0x37
2927,0x41
2928,0x46
2929,0x4d
2930,0x57
2931,0x6a
2932,0x80
2933,0x8c
2934,0x8f
2935,0x90
2936,0x98
2937,0xa4
2938,0xa6
2939,0x99
2940,0x92
2941,0x92
2942,0x96
2943,0x90
2944,0x8f
2945,0x92
2946,0x95
2947,0x98
2948,0x8c
2949,0x87
2950,0x84
2951,0x80
2952,0x7b
2953,0x70
2954,0x5c
2955,0x46
2956,0x39
2957,0x32
2958,0x2f
2959,0x29
2960,0x24
2961,0x27
2962,0x2e
2963,0x3f
2964,0x52
2965,0x71
2966,0x78
2967,0x78
2968,0x81
2969,0x8e
2970,0xa6
2971,0xad
2972,0xab
2973,0xa4
2974,0xa1
2975,0xa8
2976,0xab
2977,0xb0
2978,0xb1
2979,0xab
2980,0x9d
2981,0x98
2982,0x98
2983,0x8f
2984,0x84
2985,0x80
2986,0x78
2987,0x6c
2988,0x5b
2989,0x4d
2990,0x4d
2991,0x44
2992,0x39
2993,0x35
2994,0x37
2995,0x3c
2996,0x48
2997,0x5c
2998,0x6d
2999,0x7d
3000,0x88
3001,0x90
3002,0x90
3003,0x95
3004,0x99
3005,0x90
3006,0x84
3007,0x76
3008,0x6c
3009,0x66
3010,0x5e
3011,0x52
3012,0x40
3013,0x3c
3014,0x48
3015,0x4f
3016,0x54
3017,0x55
3018,0x69
3019,0x8e
3020,0xa0
3021,0xa8
3022,0xb7
3023,0xc0
3024,0xc2
3025,0xbe
3026,0xb4
3027,0x9a
3028,0x87
3029,0x81
3030,0x73
3031,0x5b
3032,0x3d
3033,0x2b
3034,0x2c
3035,0x28
3036,0x24
3037,0x24
3038,0x28
3039,0x28
3040,0x33
3041,0x46
3042,0x51
3043,0x5e
3044,0x6f
3045,0x82
3046,0x9a
3047,0xa8
3048,0xb5
3049,0xcc
3050,0xe5
3051,0xfd
3052,0xff
3053,0xf6
3054,0xf1
3055,0xe1
3056,0xc6
3057,0xb2
3058,0x9f
3059,0x84
3060,0x63
3061,0x32
3062,0x1f
3063,0x1e
3064,0x1b
3065,0x1d
3066,0x21
3067,0x29
3068,0x39
3069,0x5c
3070,0x77
3071,0x78
3072,0x77
3073,0x78
3074,0x92
3075,0xa1
3076,0x8b
3077,0x71
3078,0x58
3079,0x4f
3080,0x4e
3081,0x54
3082,0x59
3083,0x5e
3084,0x5b
3085,0x5f
3086,0x76
3087,0x80
3088,0x84
3089,0x87
3090,0x85
3091,0x84
3092,0x84
3093,0x85
3094,0x80
3095,0x78
3096,0x63
3097,0x62
3098,0x78
3099,0x76
3100,0x71
3101,0x71
3102,0x78
3103,0x80
3104,0x81
3105,0x82
3106,0x95
3107,0x9a
3108,0x8b
3109,0x70
3110,0x54
3111,0x4a
3112,0x46
3113,0x46
3114,0x3f
3115,0x2f
3116,0x22
3117,0x1f
3118,0x2e
3119,0x4b
3120,0x71
3121,0x92
3122,0xad
3123,0xb8
3124,0xbb
3125,0xbb
3126,0xcd
3127,0xdb
3128,0xe0
3129,0xca
3130,0xaa
3131,0x9a
3132,0x98
3133,0xa3
3134,0x9f
3135,0x90
3136,0x7b
3137,0x63
3138,0x4d
3139,0x44
3140,0x4a
3141,0x4a
3142,0x44
3143,0x36
3144,0x3c
3145,0x4a
3146,0x55
3147,0x57
3148,0x48
3149,0x43
3150,0x43
3151,0x57
3152,0x67
3153,0x71
3154,0x73
3155,0x6f
3156,0x7b
3157,0x8b
3158,0x9a
3159,0xa0
3160,0x9c
3161,0x8e
3162,0x81
3163,0x85
3164,0x8c
3165,0x8e
3166,0x81
3167,0x73
3168,0x6d
3169,0x6d
3170,0x6d
3171,0x6c
3172,0x69
3173,0x66
3174,0x6f
3175,0x7a
3176,0x82
3177,0x8b
3178,0x92
3179,0x92
3180,0x84
3181,0x74
3182,0x6a
3183,0x5e
3184,0x54
3185,0x47
3186,0x3a
3187,0x37
3188,0x3a
3189,0x46
3190,0x51
3191,0x5b
3192,0x62
3193,0x6a
3194,0x7b
3195,0x90
3196,0xa3
3197,0xb2
3198,0xb8
3199,0xb9
3200,0xb7
3201,0xa6
3202,0x9d
3203,0x9c
3204,0x9c
3205,0x95
3206,0x82
3207,0x7a
3208,0x7b
3209,0x82
3210,0x87
3211,0x78
3212,0x70
3213,0x6c
3214,0x70
3215,0x73
3216,0x6c
3217,0x5f
3218,0x51
3219,0x4b
3220,0x41
3221,0x36
3222,0x2e
3223,0x30
3224,0x39
3225,0x40
3226,0x46
3227,0x5f
3228,0x87
3229,0x8e
3230,0x8e
3231,0x8c
3232,0xa0
3233,0xbc
3234,0xb9
3235,0xa6
3236,0x8c
3237,0x84
3238,0x7e
3239,0x80
3240,0x80
3241,0x78
3242,0x71
3243,0x6f
3244,0x84
3245,0x92
3246,0x98
3247,0x96
3248,0x95
3249,0x8b
3250,0x7b
3251,0x6d
3252,0x66
3253,0x5e
3254,0x43
3255,0x2b
3256,0x1b
3257,0x16
3258,0x18
3259,0x24
3260,0x32
3261,0x46
3262,0x5f
3263,0x7a
3264,0x99
3265,0xb5
3266,0xc8
3267,0xcd
3268,0xd3
3269,0xd0
3270,0xc9
3271,0xbb
3272,0xa6
3273,0x92
3274,0x80
3275,0x6c
3276,0x5c
3277,0x55
3278,0x54
3279,0x52
3280,0x58
3281,0x5c
3282,0x60
3283,0x6c
3284,0x74
3285,0x7a
3286,0x77
3287,0x74
3288,0x76
3289,0x77
3290,0x76
3291,0x71
3292,0x6f
3293,0x66
3294,0x62
3295,0x60
3296,0x60
3297,0x59
3298,0x51
3299,0x51
3300,0x52
3301,0x55
3302,0x55
3303,0x5b
3304,0x5e
3305,0x62
3306,0x74
3307,0x85
3308,0x9d
3309,0xb1
3310,0xc0
3311,0xcd
3312,0xd3
3313,0xda
3314,0xd8
3315,0xc9
3316,0xad
3317,0x8c
3318,0x6a
3319,0x4e
3320,0x37
3321,0x24
3322,0x11
3323,0x2
3324,0x2
3325,0x10
3326,0x21
3327,0x32
3328,0x48
3329,0x69
3330,0x81
3331,0x95
3332,0xa0
3333,0xae
3334,0xb8
3335,0xb9
3336,0xab
3337,0x9c
3338,0x9a
3339,0x92
3340,0x8e
3341,0x8b
3342,0x88
3343,0x82
3344,0x7b
3345,0x88
3346,0x8e
3347,0x8b
3348,0x81
3349,0x76
3350,0x74
3351,0x67
3352,0x59
3353,0x4e
3354,0x40
3355,0x36
3356,0x35
3357,0x39
3358,0x47
3359,0x59
3360,0x6a
3361,0x76
3362,0x74
3363,0x78
3364,0x82
3365,0x90
3366,0x89
3367,0x74
3368,0x6f
3369,0x70
3370,0x77
3371,0x7e
3372,0x7e
3373,0x7e
3374,0x7b
3375,0x89
3376,0x9a
3377,0xa1
3378,0x9d
3379,0x93
3380,0x93
3381,0x92
3382,0x8e
3383,0x84
3384,0x78
3385,0x71
3386,0x6d
3387,0x6a
3388,0x69
3389,0x70
3390,0x71
3391,0x69
3392,0x5b
3393,0x5c
3394,0x65
3395,0x60
3396,0x55
3397,0x46
3398,0x3c
3399,0x3c
3400,0x40
3401,0x3f
3402,0x3d
3403,0x4d
3404,0x76
3405,0x9d
3406,0xc3
3407,0xe4
3408,0xf6
3409,0xff
3410,0xff
3411,0xf8
3412,0xe0
3413,0xc3
3414,0x9d
3415,0x70
3416,0x3a
3417,0xc
3418,0x0
3419,0x0
3420,0x0
3421,0x0
3422,0x0
3423,0x1b
3424,0x4f
3425,0x76
3426,0x8e
3427,0xa1
3428,0xb1
3429,0xbb
3430,0xb8
3431,0xa8
3432,0x9a
3433,0x95
3434,0x92
3435,0x80
3436,0x65
3437,0x55
3438,0x5b
3439,0x67
3440,0x6d
3441,0x74
3442,0x7a
3443,0x7b
3444,0x95
3445,0xab
3446,0x9d
3447,0x88
3448,0x80
3449,0x8e
3450,0x90
3451,0x8b
3452,0x90
3453,0x81
3454,0x7b
3455,0x84
3456,0x88
3457,0x7d
3458,0x60
3459,0x4e
3460,0x40
3461,0x28
3462,0x24
3463,0x1f
3464,0x14
3465,0x7
3466,0x17
3467,0x44
3468,0x6a
3469,0x88
3470,0xa4
3471,0xc2
3472,0xdd
3473,0xf3
3474,0xfc
3475,0xec
3476,0xcc
3477,0xb9
3478,0xa4
3479,0x84
3480,0x65
3481,0x51
3482,0x44
3483,0x30
3484,0x27
3485,0x2e
3486,0x35
3487,0x41
3488,0x57
3489,0x6d
3490,0x77
3491,0x74
3492,0x69
3493,0x69
3494,0x6d
3495,0x63
3496,0x58
3497,0x54
3498,0x52
3499,0x63
3500,0x7a
3501,0x8f
3502,0x98
3503,0x99
3504,0xa7
3505,0xb0
3506,0xb7
3507,0xbf
3508,0xb9
3509,0xa6
3510,0x84
3511,0x71
3512,0x6a
3513,0x62
3514,0x58
3515,0x4e
3516,0x4e
3517,0x5b
3518,0x6d
3519,0x82
3520,0x88
3521,0x85
3522,0x87
3523,0x87
3524,0x85
3525,0x78
3526,0x5c
3527,0x47
3528,0x3d
3529,0x36
3530,0x2b
3531,0x25
3532,0x37
3533,0x52
3534,0x6a
3535,0x7d
3536,0x88
3537,0x98
3538,0xb0
3539,0xc0
3540,0xbe
3541,0xb0
3542,0xa8
3543,0xaa
3544,0xa4
3545,0x9a
3546,0x8b
3547,0x7e
3548,0x74
3549,0x70
3550,0x73
3551,0x6a
3552,0x5e
3553,0x58
3554,0x59
3555,0x57
3556,0x48
3557,0x39
3558,0x30
3559,0x2c
3560,0x29
3561,0x30
3562,0x40
3563,0x4f
3564,0x69
3565,0x89
3566,0xab
3567,0xbe
3568,0xc6
3569,0xcf
3570,0xd0
3571,0xca
3572,0xc6
3573,0xb5
3574,0x98
3575,0x77
3576,0x5b
3577,0x4e
3578,0x47
3579,0x3d
3580,0x39
3581,0x3a
3582,0x51
3583,0x6d
3584,0x81
3585,0x8b
3586,0x8b
3587,0x8f
3588,0x96
3589,0x93
3590,0x88
3591,0x74
3592,0x5e
3593,0x4e
3594,0x43
3595,0x3a
3596,0x33
3597,0x36
3598,0x46
3599,0x54
3600,0x5f
3601,0x6c
3602,0x78
3603,0x87
3604,0x90
3605,0x99
3606,0xa3
3607,0xa8
3608,0xb0
3609,0xb4
3610,0xbe
3611,0xbc
3612,0xb1
3613,0xa6
3614,0x98
3615,0x8e
3616,0x82
3617,0x70
3618,0x59
3619,0x43
3620,0x36
3621,0x25
3622,0x18
3623,0x17
3624,0x13
3625,0x16
3626,0x27
3627,0x44
3628,0x62
3629,0x7b
3630,0x96
3631,0xb2
3632,0xc3
3633,0xcf
3634,0xd3
3635,0xcc
3636,0xbf
3637,0xb2
3638,0xa3
3639,0x88
3640,0x78
3641,0x65
3642,0x55
3643,0x4e
3644,0x48
3645,0x47
3646,0x46
3647,0x58
3648,0x6c
3649,0x74
3650,0x78
3651,0x7d
3652,0x81
3653,0x87
3654,0x85
3655,0x80
3656,0x77
3657,0x6a
3658,0x5f
3659,0x51
3660,0x4b
3661,0x4d
3662,0x48
3663,0x4d
3664,0x4e
3665,0x52
3666,0x62
3667,0x6d
3668,0x6f
3669,0x69
3670,0x78
3671,0x96
3672,0xab
3673,0xb0
3674,0xb1
3675,0xc8
3676,0xd7
3677,0xd7
3678,0xca
3679,0xab
3680,0x90
3681,0x85
3682,0x7d
3683,0x63
3684,0x3d
3685,0x21
3686,0x10
3687,0x9
3688,0x17
3689,0x1f
3690,0x25
3691,0x37
3692,0x55
3693,0x76
3694,0x88
3695,0x99
3696,0xa7
3697,0xab
3698,0xb0
3699,0xab
3700,0xa4
3701,0x99
3702,0x96
3703,0x9c
3704,0x90
3705,0x8b
3706,0x89
3707,0x8b
3708,0x87
3709,0x7d
3710,0x76
3711,0x66
3712,0x59
3713,0x57
3714,0x4f
3715,0x41
3716,0x37
3717,0x3c
3718,0x4d
3719,0x60
3720,0x6a
3721,0x6c
3722,0x70
3723,0x7e
3724,0x85
3725,0x87
3726,0x81
3727,0x7a
3728,0x70
3729,0x67
3730,0x65
3731,0x5e
3732,0x4b
3733,0x35
3734,0x32
3735,0x4a
3736,0x6f
3737,0x85
3738,0x93
3739,0xa3
3740,0xbe
3741,0xdb
3742,0xec
3743,0xe5
3744,0xd4
3745,0xc6
3746,0xad
3747,0x90
3748,0x78
3749,0x5f
3750,0x3a
3751,0x11
3752,0x0
3753,0x0
3754,0x3
3755,0x11
3756,0x29
3757,0x40
3758,0x54
3759,0x70
3760,0x8f
3761,0xa8
3762,0xae
3763,0xb7
3764,0xc8
3765,0xd7
3766,0xd8
3767,0xd4
3768,0xcf
3769,0xcf
3770,0xb5
3771,0x7e
3772,0x59
3773,0x51
3774,0x58
3775,0x44
3776,0x24
3777,0x18
3778,0x24
3779,0x48
3780,0x62
3781,0x63
3782,0x58
3783,0x66
3784,0x95
3785,0xaa
3786,0x9a
3787,0x80
3788,0x7a
3789,0x6d
3790,0x4f
3791,0x3c
3792,0x33
3793,0x39
3794,0x3c
3795,0x3f
3796,0x4b
3797,0x65
3798,0x8c
3799,0xaa
3800,0xb4
3801,0xbe
3802,0xcf
3803,0xd7
3804,0xb7
3805,0xa6
3806,0xa1
3807,0x80
3808,0x55
3809,0x44
3810,0x5e
3811,0x63
3812,0x60
3813,0x5f
3814,0x51
3815,0x54
3816,0x67
3817,0x78
3818,0x71
3819,0x5e
3820,0x5f
3821,0x6a
3822,0x77
3823,0x7b
3824,0x73
3825,0x69
3826,0x6a
3827,0x78
3828,0x80
3829,0x80
3830,0x87
3831,0x99
3832,0xab
3833,0xad
3834,0xae
3835,0xb9
3836,0xc3
3837,0xb7
3838,0x9d
3839,0x8e
3840,0x96
3841,0x87
3842,0x5c
3843,0x39
3844,0x37
3845,0x3c
3846,0x1e
3847,0x17
3848,0x17
3849,0x1a
3850,0x29
3851,0x3a
3852,0x44
3853,0x3f
3854,0x51
3855,0x73
3856,0x8b
3857,0xa1
3858,0xad
3859,0xb0
3860,0xbc
